tickerSymbol,language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,currency,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketTime,regularMarketPreviousClose,fullExchangeName,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,tradeable,cryptoTradeable,price,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,bid,ask,bidSize,askSize,financialCurrency,regularMarketOpen,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,bookValue,priceToBook,displayName,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,marketCap,forwardPE,averageAnalystRating,ipoExpectedDate,ytdReturn,trailingThreeMonthReturns,trailingThreeMonthNavReturns,prevName,nameChangeDate,prevExchange,exchangeTransferDate,newListingDate,prevTicker,tickerChangeDate,underlyingSymbol,openInterest
FDMT,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"4D Molecular Therapeutics, Inc.","4D Molecular Therapeutics, Inc.",finmb_272879653,America/New_York,EDT,-14400000,us_market,False,0.89020544,17.0,REGULAR,1607697000000.0,2,0.14999962,1679590039,16.85,NasdaqGS,348450.0,597130.0,11.68,2.1954887,5.32 - 26.49,-9.49,-0.35824838,5.32,26.49,19.5357,-2.5356998,-0.12979826,13.80785,3.19215,0.23118372,15,0,False,False,17.0,17.47,16.605 - 17.47,16.605,74493.0,17.1,17.19,8.0,10.0,USD,17.07,0.0,,0.0,-3.25,7.09,2.3977432,4D Molecular Therapeutics,,1678910700.0,1683716340.0,1684152000.0,-3.76,-3.58,-4.7486033,33234400.0,564984832.0,-4.5212765,1.9 - Buy,2020-12-11,,,,,,,,,,,,
FDNI,en-US,US,ETF,ETF,Delayed Quote,True,HIGH,USD,NGM,First Trust Dow Jones Internati,First Trust Dow Jones International Internet ETF,finmb_578352746,America/New_York,EDT,-14400000,us_market,False,0.64340895,22.9316,REGULAR,1541773800000.0,2,0.14660072,1679587884,22.785,NasdaqGM,12732.0,4800.0,6.9816008,0.4377179,15.95 - 28.47,-5.5383987,-0.19453456,15.95,28.47,24.0768,-1.1451988,-0.047564413,22.3434,0.5882015,0.026325516,15,0,False,False,22.9316,24.3,22.9316 - 24.3,22.9316,3393.0,22.78,24.33,14.0,8.0,,23.68,,24.969837,,0.91837204,,,,,,,,,,,,,,,,2.58892,3.00633,3.00633,,,,,,,,,
FDT,en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,USD,NGM,First Trust Developed Markets E,First Trust Developed Markets Ex-US AlphaDEX Fund,finmb_130349405,America/New_York,EDT,-14400000,us_market,False,1.2126607,49.5436,REGULAR,1303219800000.0,2,0.5935974,1679590207,48.95,NasdaqGM,56118.0,41690.0,8.333599,0.20222275,41.21 - 59.04,-9.496403,-0.16084693,41.21,59.04,50.8518,-1.3082008,-0.025725754,48.181,1.3625984,0.028280824,15,0,False,False,49.5436,49.7011,49.3363 - 49.7011,49.3363,23881.0,49.51,49.67,8.0,12.0,,49.43,0.0,6.249847,0.0,7.92717,,,,1530230400.0,,,,,,,,,,,,2.55604,1.74451,1.74451,,,,,,,,,
FDTS,en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,USD,NGM,First Trust Developed Markets e,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,finmb_170750303,America/New_York,EDT,-14400000,us_market,False,0.0,38.7543,REGULAR,1329402600000.0,2,0.0,1679502633,38.7543,NasdaqGM,1138.0,2330.0,6.7342987,0.21031539,32.02 - 45.49,-6.7357025,-0.14806995,32.02,45.49,39.7142,-0.9598999,-0.024170194,37.4785,1.2757988,0.034040816,15,0,False,False,38.7543,39.04,38.7543 - 39.04,38.7543,3.0,39.26,39.39,10.0,10.0,,38.87,,5.4212523,,7.148588,,,,1522281600.0,,,,,,,,,,,,3.18493,4.03951,4.03951,,,,,,,,,
FDUS,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Fidus Investment Corporation,Fidus Investment Corporation,finmb_127863871,America/New_York,EDT,-14400000,us_market,False,-0.16199075,18.49,REGULAR,1308663000000.0,2,-0.030000687,1679590115,18.52,NasdaqGS,92418.0,183440.0,2.0900002,0.12743904,16.4 - 21.25,-2.7600002,-0.12988237,16.4,21.25,20.1698,-1.6798,-0.08328293,19.204,-0.7140007,-0.03717979,15,0,False,False,18.49,18.7699,18.45 - 18.7699,18.45,51002.0,18.5,18.56,8.0,8.0,USD,18.5,1.44,13.302158,0.07775378,1.39,19.425,0.95186615,Fidus Inv,1680048000.0,1677852000.0,1683111540.0,1683547200.0,2.02,2.18,8.481651,24985400.0,461980032.0,9.153465,2.0 - Buy,,,,,,,,,,,,,
FEAM,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"5E Advanced Materials, Inc.",5E Advanced Materials Inc.,finmb_432539524,America/New_York,EDT,-14400000,us_market,False,-4.2933855,5.35,REGULAR,1647351000000.0,2,-0.24000025,1679589977,5.59,NasdaqGS,186542.0,302810.0,0.03999996,0.0075329496,5.31 - 29.487,-24.137,-0.8185641,5.31,29.487,8.4498,-3.0997996,-0.3668489,12.3419,-6.9919,-0.5665173,15,0,False,False,5.35,5.64,5.31 - 5.64,5.31,91359.0,5.38,5.41,9.0,8.0,USD,5.62,0.0,,0.0,-1.18,0.162,33.024693,5E Advanced Materials,,,,,-1.05,-0.51,-10.490196,44149200.0,249250080.0,-5.095238,1.7 - Buy,2022-03-15,,,,American Pacific Borates Limited,2023-03-22,,,,,,,
FECAX,en-US,US,MUTUALFUND,Fund,Delayed Quote,False,NONE,USD,NAS,,First Eagle Credit Opportunities Fund Class A,finmb_28191697,America/New_York,EDT,-14400000,us_market,False,0.0,23.6,REGULAR,1607351400000.0,2,0.0,1679573116,23.6,Nasdaq,0.0,0.0,-1.5799999,-0.06274821,25.18 - 26.43,-2.83,-0.10707529,25.18,26.43,25.7364,-2.1364002,-0.08301084,26.1377,-2.5376987,-0.097089596,15,0,False,False,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FECRX,en-US,US,MUTUALFUND,Fund,Delayed Quote,False,NONE,USD,NAS,,First Eagle Credit Opportunities Fund Class I,finmb_677998585,America/New_York,EDT,-14400000,us_market,False,0.0,23.52,REGULAR,1607351400000.0,2,0.0,1679573116,23.52,Nasdaq,0.0,0.0,-1.6299992,-0.0648111,25.15 - 26.3,-2.7799988,-0.105703376,25.15,26.3,26.246286,-2.726286,-0.10387321,25.996618,-2.4766178,-0.09526692,15,0,False,False,23.52,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEIM,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NGM,"Frequency Electronics, Inc.","Frequency Electronics, Inc.",finmb_273673,America/New_York,EDT,-14400000,us_market,False,-1.0494778,6.6,REGULAR,330183000000.0,2,-0.07000017,1679581657,6.67,NasdaqGM,13122.0,13910.0,1.6799998,0.3414634,4.92 - 9.75,-3.15,-0.32307693,4.92,9.75,6.2356,0.3643999,0.05843863,6.10135,0.49865007,0.081727825,15,0,False,False,6.6,6.6,6.4784 - 6.6,6.4784,2644.0,6.6,6.67,22.0,10.0,USD,6.57,0.0,,0.0,-1.34,3.462,1.9064125,Frequency Electronics,1674777600.0,1678397400.0,1678397400.0,1678397400.0,,,,9353440.0,61732704.0,,,,,,,,,,,,,,,
FELE,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"Franklin Electric Co., Inc.","Franklin Electric Co., Inc.",finmb_273729,America/New_York,EDT,-14400000,us_market,False,0.9567256,90.75,REGULAR,322151400000.0,2,0.8600006,1679590211,89.89,NasdaqGS,164405.0,232660.0,22.480003,0.32928085,68.27 - 100.0,-9.25,-0.0925,68.27,100.0,91.0636,-0.31359863,-0.0034437322,84.5488,6.2012024,0.073344655,15,0,False,False,90.75,91.64,89.94 - 91.64,89.94,42991.0,90.95,91.16,8.0,8.0,USD,90.11,0.78,23.091602,0.008677272,3.93,23.117,3.9256823,Franklin Electric,1676505600.0,1676383200.0,1682337600.0,1682683200.0,4.47,4.14,21.92029,46225800.0,4194991360.0,20.302015,2.7 - Hold,,,,,,,,,,,,,
FEM,en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,USD,NGM,First Trust Emerging Markets Al,First Trust Emerging Markets AlphaDEX Fund,finmb_130256910,America/New_York,EDT,-14400000,us_market,False,1.27688,21.2884,REGULAR,1303219800000.0,2,0.2684002,1679590207,21.02,NasdaqGM,119120.0,71040.0,3.0884,0.1696923,18.2 - 26.23,-4.941599,-0.18839493,18.2,26.23,21.5992,-0.31079865,-0.014389359,20.9592,0.32920074,0.015706742,15,0,False,False,21.2884,21.36,21.15 - 21.36,21.15,17517.0,21.28,21.31,10.0,11.0,,21.15,0.0,4.239741,0.0,5.0211563,,,,1522281600.0,,,,,,,,,,,,-0.04755,0.82567,0.82567,,,,,,,,,
FEMA,en-US,US,ETF,ETF,Delayed Quote,True,HIGH,USD,NGM,Procure Disaster Recovery Strat,Procure Disaster Recovery Strategy ETF,finmb_1780721703,America/New_York,EDT,-14400000,us_market,False,0.0506373,26.6741,REGULAR,1654003800000.0,2,0.0135002,1676045792,26.6606,NasdaqGM,149.0,37.0,6.714102,0.33637786,19.96 - 27.3033,-0.6292,-0.023044832,19.96,27.3033,25.877335,0.7967663,0.030790122,23.695751,2.9783497,0.1256913,15,0,False,False,26.6741,26.6741,26.6741 - 26.6741,26.6741,11.0,0.0,0.0,10.0,9.0,,26.335,,20.367762,,1.3096236,,,,,,,,,,,,,,,2022-06-01,7.19096,6.9334,6.9334,,,,,,,,,
FEMB,en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,USD,NGM,First Trust Emerging Markets Lo,First Trust Emerging Markets Local Currency Bond ETF,finmb_271022737,America/New_York,EDT,-14400000,us_market,False,0.6439525,27.335,REGULAR,1415197800000.0,2,0.17489815,1679587606,27.1601,NasdaqGM,107567.0,73270.0,3.3849983,0.14133604,23.95 - 30.48,-3.1450005,-0.10318243,23.95,30.48,27.08242,0.25257874,0.009326299,26.17978,1.15522,0.044126425,15,0,False,False,27.335,27.495,26.96 - 27.495,26.96,133743.0,27.25,27.42,8.0,10.0,,27.35,0.0,,0.0,,,,,1496188800.0,,,,,,,,,,,,4.42394,4.60241,4.60241,,,,,,,,,
FEMS,en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,USD,NGM,First Trust Emerging Markets Sm,First Trust Emerging Markets Small Cap AlphaDEX Fund,finmb_170740227,America/New_York,EDT,-14400000,us_market,False,1.5147351,37.53,REGULAR,1329489000000.0,2,0.55999756,1679590180,36.97,NasdaqGM,139389.0,108970.0,6.239998,0.19942467,31.29 - 42.05,-4.5200005,-0.1074911,31.29,42.05,38.7134,-1.183403,-0.030568304,36.27335,1.256649,0.034643866,15,0,False,False,37.53,37.71,37.23 - 37.71,37.23,61550.0,37.35,37.67,8.0,10.0,,37.34,,4.7793803,,7.8524823,,,,1530230400.0,,,,,,,,,,,,-5.05907,-3.59692,-3.59692,,,,,,,,,
FEMY,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Femasys Inc.,Femasys Inc.,finmb_61212730,America/New_York,EDT,-14400000,us_market,False,0.50419515,1.196,REGULAR,1624023000000.0,4,0.0059999228,1679587002,1.19,NasdaqCM,17698.0,18310.0,0.626,1.0982456,0.57 - 2.97,-1.774,-0.59730643,0.57,2.97,1.16268,0.03331995,0.028657885,1.438715,-0.242715,-0.16870263,15,0,False,False,1.196,1.2,1.18 - 1.2,1.18,9865.0,1.18,1.2,40.0,18.0,USD,1.1862,0.0,,0.0,-1.0,1.524,0.78477687,Femasys,,,,,-0.8,-0.98,-1.2204081,11813600.0,14129065.0,-1.495,2.0 - Buy,2021-06-18,,,,,,,,,,,,
FENC,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NCM,Fennec Pharmaceuticals Inc.,Fennec Pharmaceuticals Inc.,finmb_1455350,America/New_York,EDT,-14400000,us_market,False,2.3778048,7.75,REGULAR,1505482200000.0,2,0.17999983,1679590029,7.57,NasdaqCM,90571.0,91040.0,2.75,0.55,5.0 - 10.85,-3.1000004,-0.2857143,5.0,10.85,9.3588,-1.6087999,-0.17190237,8.078165,-0.32816505,-0.040623713,15,0,False,False,7.75,7.95,7.6 - 7.95,7.6,19622.0,7.71,7.79,8.0,8.0,USD,7.6,0.0,,0.0,-0.75,0.107,72.42991,Fennec Pharmaceuticals,,1668168600.0,1679920200.0,1681216200.0,-0.57,-0.92,-8.423913,26260600.0,204470576.0,-13.596492,1.8 - Buy,,,,,,,,,,,,,
FEP,en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,USD,NGM,First Trust Europe AlphaDEX Fun,First Trust Europe AlphaDEX Fund,finmb_130256886,America/New_York,EDT,-14400000,us_market,False,0.76969254,34.04,REGULAR,1303824600000.0,2,0.26000214,1679590207,33.78,NasdaqGM,57528.0,31530.0,8.290001,0.3219418,25.75 - 39.79,-5.75,-0.14450866,25.75,39.79,35.0908,-1.0508003,-0.02994518,31.9113,2.1287003,0.066706784,15,0,False,False,34.04,34.1901,34.0018 - 34.1901,34.0018,9639.0,34.06,34.16,18.0,11.0,,34.05,,7.589887,,4.4849153,,,,1530230400.0,,,,,,,,,,,,4.97203,5.29925,5.29925,,,,,,,,,
FEUZ,en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,USD,NGM,First Trust Eurozone AlphaDEX E,First Trust Eurozone AlphaDEX ETF,finmb_271718920,America/New_York,EDT,-14400000,us_market,False,0.6038318,38.32,REGULAR,1414416600000.0,2,0.22999954,1679578201,38.09,NasdaqGM,3838.0,1120.0,9.789999,0.34314752,28.53 - 42.712,-4.392002,-0.10282829,28.53,42.712,39.14588,-0.82588196,-0.021097545,35.06303,3.2569695,0.09288899,15,0,False,False,38.32,38.32,38.32 - 38.32,38.32,213.0,38.36,38.57,12.0,8.0,,38.32,0.0,8.07423,0.0,4.745963,,,,1490918400.0,,,,,,,,,,,,6.54545,6.81585,6.81585,,,,,,,,,
FEX,en-US,US,ETF,ETF,Nasdaq Real Time Price,True,HIGH,USD,NGM,First Trust Large Cap Core Alph,First Trust Large Cap Core AlphaDEX Fund,finmb_34335480,America/New_York,EDT,-14400000,us_market,False,0.7003903,77.64,REGULAR,1178803800000.0,2,0.5400009,1679590030,77.1,NasdaqGM,44732.0,35540.0,6.0199966,0.084054686,71.62 - 90.18,-12.540001,-0.13905524,71.62,90.18,82.6726,-5.0326004,-0.060873862,80.3401,-2.7001038,-0.033608418,15,0,False,False,77.64,78.265,77.59 - 78.265,77.59,27687.0,77.8,77.83,18.0,11.0,,77.59,,13.31264,,5.8320513,,,,1530230400.0,,,,,,,,,,,,-3.70925,-3.09418,-3.09418,,,,,,,,,
FEXD,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Fintech Ecosystem Development C,Fintech Ecosystem Development Corp.,finmb_709938354,America/New_York,EDT,-14400000,us_market,False,0.0,10.54,REGULAR,1642084200000.0,2,0.0,1679511868,10.54,NasdaqGM,36766.0,14960.0,0.60999966,0.061429974,9.93 - 10.95,-0.40999985,-0.037442908,9.93,10.95,10.39378,0.1462202,0.014068049,10.157995,0.38200474,0.037606314,15,0,False,False,10.54,10.57,10.57 - 10.57,10.57,35.0,10.52,62.37,13.0,31.0,USD,10.5399,0.0,,0.0,,-0.478,-22.050209,Fintech Ecosystem Development,,,,,,,,11557500.0,152118544.0,,,2022-01-11,,,,,,,,,,,,
FEXDR,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NGM,Fintech Ecosystem Development C,Fintech Ecosystem Development Corp.,finmb_709938354,America/New_York,EDT,-14400000,us_market,False,0.0,0.100101,REGULAR,,4,0.0,1679503787,0.100101,NasdaqGM,,,0.0,0.0,0.100101 - 0.100101,0.0,0.0,0.100101,0.100101,,,,,,,15,0,False,False,0.100101,0.100101,0.100101 - 0.100101,0.100101,100.0,0.079,0.84,10.0,10.0,USD,0.100101,,,,,0.01,10.0101,Fintech Ecosystem Development,,,,,,,,,,,,2022-01-11,,,,,,,,,,,,
FEXDU,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NGM,Fintech Ecosystem Development C,Fintech Ecosystem Development Corp.,finmb_709938354,America/New_York,EDT,-14400000,us_market,False,0.0,10.31,REGULAR,1634650200000.0,2,0.0,1679578648,10.31,NasdaqGM,1721.0,0.0,0.6100006,0.06288666,9.7 - 10.4,-0.0899992,-0.008653769,9.7,10.4,10.308,0.0020008087,0.00019410253,10.17375,0.1362505,0.013392357,15,0,False,False,10.31,10.31,10.31 - 10.31,10.31,1.0,10.6,11.1,10.0,10.0,USD,10.31,0.0,,0.0,,-0.478,-21.569038,Fintech Ecosystem Development,,,,,,,,,,,,2021-10-19,,,,,,,,,,,,
FEXDW,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NGM,Fintech Ecosystem Development Corp. Warrant,Fintech Ecosystem Development Corp.,finmb_709938354,America/New_York,EDT,-14400000,us_market,False,0.0,0.0363,REGULAR,,4,0.0,1679428662,0.0363,NasdaqGM,,,-0.0036999993,-0.09249999,0.04 - 0.0425,-0.0062000006,-0.14588237,0.04,0.0425,,,,,,,15,0,False,False,0.0363,0.0425,0.04 - 0.0425,0.04,1663.0,0.0352,0.0,10.0,13.0,USD,0.0363,,,,,0.01,3.63,Fintech Ecosystem Development,,,,,,,,,,,,2022-01-11,,,,,,,,,,,,
FFBC,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,First Financial Bancorp.,First Financial Bancorp.,finmb_272004,America/New_York,EDT,-14400000,us_market,False,-1.2681191,21.8,REGULAR,440865000000.0,2,-0.2800007,1679590161,22.08,NasdaqGS,341866.0,746440.0,3.0499992,0.16266662,18.75 - 26.72,-4.92,-0.18413174,18.75,26.72,24.188,-2.3880005,-0.09872666,23.13305,-1.3330517,-0.057625417,15,0,False,False,21.8,22.845,21.57 - 22.845,21.57,343938.0,21.7,21.73,8.0,9.0,USD,22.3,0.92,9.159663,0.041666668,2.38,21.513,1.0133407,First Financial Bancorp,1678838400.0,1674826200.0,1681901940.0,1682337600.0,2.47,2.69,8.104089,94873600.0,2068244352.0,8.825911,3.0 - Hold,,,,,,,,,,,,,
FFBW,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,USD,PNK,"FFBW, Inc.","FFBW, Inc.",finmb_434206038,America/New_York,EDT,-14400000,us_market,False,-3.1932704,11.52,REGULAR,1507728600000.0,2,-0.37999916,1679582296,11.9,Other OTC,19582.0,16934.0,0.12000084,0.01052639,11.4 - 13.4,-1.8799992,-0.14029846,11.4,13.4,12.12887,-0.60886955,-0.050200023,12.033733,-0.5137329,-0.042691067,15,0,False,False,11.52,11.81,11.52 - 11.81,11.52,696.0,0.0,0.0,12.0,12.0,USD,11.81,0.0,26.790699,0.0,0.43,15.374,0.74931705,FFBW,,1564052340.0,1581091140.0,1581354000.0,,,,5515640.0,63540176.0,,,,,,,,,,,,,,,
FFIC,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,Flushing Financial Corporation,Flushing Financial Corporation,finmb_355315,America/New_York,EDT,-14400000,us_market,False,-2.0705998,14.425,REGULAR,816964200000.0,2,-0.30499935,1679590048,14.73,NasdaqGS,180927.0,305600.0,-0.029999733,-0.0020753879,14.455 - 23.59,-9.165,-0.38851207,14.455,23.59,18.8464,-4.421399,-0.2346018,20.34125,-5.9162493,-0.29084983,15,0,False,False,14.425,14.9,14.455 - 14.9,14.455,42876.0,14.47,14.5,8.0,8.0,USD,14.9,0.88,5.863821,0.059742026,2.46,22.973,0.62791103,Flushing Financial,1680220800.0,1682452800.0,1682452800.0,1682452800.0,1.8,1.46,9.8801365,29488400.0,425370176.0,8.013889,2.7 - Hold,,,,,,,,,,,,,
FFIE,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Faraday Future Intelligent Elec,Faraday Future Intelligent Electric Inc.,finmb_317005729,America/New_York,EDT,-14400000,us_market,False,-15.130617,0.4061,REGULAR,1599053400000.0,4,-0.0724,1679590248,0.4785,NasdaqGM,53985732.0,59278700.0,0.1611,0.657551,0.245 - 7.85,-7.4439,-0.9482675,0.245,7.85,0.62554,-0.21944001,-0.35080093,1.330285,-0.9241849,-0.694727,15,0,False,False,0.4061,0.489,0.401 - 0.489,0.401,60094029.0,0.4135,0.414,12.0,18.0,USD,0.492,0.0,,0.0,-1.69,0.291,1.3955326,Faraday Future Intelligent Electric,,1678323600.0,1684753140.0,1685102400.0,-0.43,-0.41,-0.9904878,638478976.0,307406336.0,-0.9444186,3.0 - Hold,,,,,,,,,,,,,
FFIEW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,Property Solutions Acquisition ,Faraday Future Intelligent Electric Inc.,finmb_317005729,America/New_York,EDT,-14400000,us_market,False,-14.062505,0.11,REGULAR,,4,-0.018000007,1679588130,0.128,NasdaqGM,,,0.009899996,0.098901056,0.1001 - 0.12,-0.009999998,-0.08333332,0.1001,0.12,,,,,,,15,0,False,False,0.11,0.12,0.1001 - 0.12,0.1001,53685.0,1.67,1.89,11.0,13.0,USD,1.73,,,,-2.24,-10.325,-0.010653753,Faraday Future Intelligent Electric,,,,,,,,,,,,,,,,,,,,,,,,
FFIN,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"First Financial Bankshares, Inc","First Financial Bankshares, Inc.",finmb_271375,America/New_York,EDT,-14400000,us_market,False,0.22399902,31.32,REGULAR,752164200000.0,2,0.069999695,1679590250,31.25,NasdaqGS,599232.0,1532490.0,3.7700005,0.13684213,27.55 - 47.26,-15.939999,-0.3372831,27.55,47.26,35.2696,-3.9496002,-0.11198313,38.87585,-7.555851,-0.19435847,15,0,False,False,31.32,32.075,31.06 - 32.075,31.06,350966.0,31.38,31.4,9.0,9.0,USD,31.59,0.66,19.333334,0.02112,1.62,8.931,3.5068862,First Financial Bankshares,1680480000.0,1674162306.0,1681934700.0,1682366700.0,1.73,1.65,18.98182,142702000.0,4469426688.0,18.104046,3.2 - Hold,,,,,,,,,,,,,
FFIV,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"F5, Inc.","F5, Inc.",finmb_90323,America/New_York,EDT,-14400000,us_market,False,1.027232,142.115,REGULAR,928503000000.0,2,1.4450073,1679590237,140.67,NasdaqGS,520154.0,526030.0,8.435013,0.06309854,133.68 - 217.41,-75.295,-0.34632722,133.68,217.41,144.8506,-2.7355957,-0.018885637,150.60394,-8.488937,-0.05636597,15,0,False,False,142.115,143.83,140.68 - 143.83,140.68,63782.0,142.38,142.6,8.0,10.0,USD,141.53,0.0,28.710104,0.0,4.95,42.955,3.3084624,F5,,1674595800.0,1682333940.0,1682683200.0,13.23,11.5,12.357826,60120600.0,8796720128.0,10.741876,2.7 - Hold,,,,,"F5 Networks, Inc.",2023-03-22,,,,,,,
FFNW,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NMS,"First Financial Northwest, Inc.","First Financial Northwest, Inc.",finmb_34788626,America/New_York,EDT,-14400000,us_market,False,-1.680055,13.46,REGULAR,1192023000000.0,2,-0.22999954,1679588147,13.69,NasdaqGS,10383.0,18860.0,1.0200005,0.08199361,12.44 - 17.95,-4.4900007,-0.2501393,12.44,17.95,14.8112,-1.3512001,-0.09122827,15.1229,-1.6629,-0.109959066,15,0,False,False,13.46,13.58,13.46 - 13.58,13.46,2028.0,13.45,13.89,14.0,10.0,USD,13.58,0.48,8.913907,0.03506209,1.51,17.629,0.7635147,First Financial Northwest,1679616000.0,1674742200.0,1682506740.0,1682942400.0,1.14,1.18,11.40678,9148090.0,123133288.0,11.807017,2.0 - Buy,,,,,,,,,,,,,
FFWM,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,First Foundation Inc.,First Foundation Inc.,finmb_82388385,America/New_York,EDT,-14400000,us_market,False,-8.032127,6.87,REGULAR,1415025000000.0,2,-0.5999999,1679590246,7.47,NasdaqGM,691793.0,2224540.0,0.009999752,0.0014576898,6.86 - 25.48,-18.61,-0.7303768,6.86,25.48,14.0518,-7.1818,-0.5110947,17.0008,-10.130799,-0.59590137,15,0,False,False,6.87,7.6,6.86 - 7.6,6.86,409637.0,6.88,6.89,9.0,8.0,USD,7.6,0.44,3.40099,0.05890228,2.02,20.14,0.34111223,First Foundation,1676505600.0,1674748800.0,1682339400.0,1682685000.0,1.61,0.86,7.988372,56350700.0,405786176.0,4.267081,2.0 - Buy,,,,,,,,,,,,,
FGBI,en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NGM,"First Guaranty Bancshares, Inc.","First Guaranty Bancshares, Inc.",finmb_1023120,America/New_York,EDT,-14400000,us_market,False,2.0282724,16.6,REGULAR,1344864600000.0,2,0.32999992,1679589166,16.27,NasdaqGM,14015.0,27340.0,1.6400003,0.10962569,14.96 - 29.65,-13.049999,-0.44013488,14.96,29.65,20.6631,-4.063099,-0.1966355,22.9767,-6.3766994,-0.27752894,15,0,False,False,16.6,16.8299,16.11 - 16.8299,16.11,2142.0,16.4,16.84,9.0,18.0,USD,16.11,0.64,6.9166665,0.0393362,2.4,18.843,0.88096374,First Guaranty Bancshares,1680220800.0,1675198800.0,1682506740.0,1682942400.0,1.74,1.4,11.857143,10716800.0,177898880.0,9.54023,3.0 - Hold,,,,,,,,,,,,,
FGBIP,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NGM,"First Guaranty Bancshares, Inc.","First Guaranty Bancshares, Inc.",finmb_1023120,America/New_York,EDT,-14400000,us_market,False,0.89807224,18.313,REGULAR,1619184600000.0,2,0.1630001,1679586548,18.15,NasdaqGM,1866.0,3330.0,1.8029995,0.10920651,16.51 - 28.32,-10.007,-0.3533545,16.51,28.32,23.75808,-5.44508,-0.22918855,24.698666,-6.385666,-0.25854295,15,0,False,False,18.313,18.83,18.313 - 18.83,18.313,237.0,18.0,19.0,10.0,8.0,USD,18.313,0.64,7.035344,0.03526171,2.603,18.843,0.9718728,First Guaranty Bancshares,1677628800.0,,,,,,,,,,,2021-05-03,,,,,,,,,,,,
